date,route_id,trade_volume_tonnes,shipping_delay_days,freight_cost_usd,container_availability_index,port_congestion_index,fuel_cost_index,commodity_price_index,weather_disruption_score,geopolitical_risk_score,route_status,carbon_emissions_tonnes
2020-02-02,R00036,8597.28,8.46,4941.23,81.24,86.34,37.63,37.86,82.15,37.53,Delayed,4521.74
2020-02-09,R00036,9012.12,4.57,5014.8,85.16,25.58,47.71,28.95,34.55,29.69,Normal,4739.93
2020-02-16,R00036,9451.34,5.01,4862.73,89.31,20.49,36.99,49.11,78.77,21.39,Delayed,4970.93
2020-02-23,R00036,10143.99,3.71,4888.79,95.85,98.93,40.46,36.84,40.67,8.3,Normal,5335.23
2020-03-01,R00036,5525.15,7.64,4997.27,52.21,82.62,42.46,24.98,15.04,95.58,Delayed,2905.95
2020-03-08,R00036,8490.76,6.97,5052.72,80.23,25.28,47.04,25.21,46.07,39.54,Delayed,4465.71
2020-03-15,R00036,8294.52,4.4,4850.27,78.38,22.22,36.97,14.66,41.15,43.25,Normal,4362.5
2020-03-22,R00036,10438.18,7.61,5050.86,98.63,57.24,46.07,32.94,32.76,2.74,Delayed,5489.96
2020-03-29,R00036,10408.49,2.81,4894.32,98.35,51.65,42.04,41.73,96.74,3.3,Normal,5474.35
2020-04-05,R00036,5722.45,5.04,4886.82,54.07,66.41,38.56,41.41,49.48,91.86,Delayed,3009.72
2020-04-12,R00036,10466.8,0.0,4861.86,98.9,6.6,43.62,43.71,58.83,2.2,Normal,5505.02
2020-04-19,R00036,10304.04,1.73,4882.58,97.36,57.12,42.7,26.77,25.98,5.27,Normal,5419.41
2020-04-26,R00036,6066.79,12.91,5064.26,57.33,98.9,39.9,22.46,93.75,85.35,Disrupted,3190.83
2020-05-03,R00036,9919.16,3.73,4915.94,93.73,87.26,42.24,22.46,87.99,12.55,Normal,5216.98
2020-05-10,R00036,6641.35,6.32,4943.71,62.75,13.34,40.65,14.22,77.41,74.49,Delayed,3493.02
2020-05-17,R00036,7004.89,6.5,4973.53,66.19,30.41,42.4,34.66,52.43,67.62,Delayed,3684.22
2020-05-24,R00036,6492.82,7.42,5020.82,61.35,48.38,44.32,35.72,90.27,77.3,Delayed,3414.9
2020-05-31,R00036,8645.75,9.04,5101.63,81.69,82.49,47.55,20.06,76.4,36.61,Delayed,4547.23
2020-06-07,R00036,8879.96,2.57,4823.99,83.91,23.07,37.67,28.59,29.25,32.18,Normal,4670.42
2020-06-14,R00036,7605.75,5.94,5068.29,71.87,83.06,49.47,34.66,48.74,56.26,Delayed,4000.24
2020-06-21,R00036,9079.63,5.43,4843.8,85.79,81.82,35.17,36.13,31.55,28.41,Delayed,4775.43
2020-06-28,R00036,5622.32,5.48,4939.26,53.13,59.42,41.47,38.56,19.39,93.75,Delayed,2957.06
2020-07-05,R00036,10070.11,3.44,4937.37,95.15,62.34,44.06,21.69,79.85,9.69,Normal,5296.37
2020-07-12,R00036,10516.52,6.06,4973.54,99.37,26.09,42.98,22.3,91.66,1.26,Delayed,5531.16
2020-07-19,R00036,6439.01,11.77,5040.36,60.84,32.55,39.82,27.22,71.0,78.31,Delayed,3386.6
2020-07-26,R00036,5410.72,7.96,4985.89,51.13,56.38,41.27,40.73,52.37,97.75,Delayed,2845.77
2020-08-02,R00036,8838.84,8.2,4975.67,83.52,67.21,40.27,25.62,64.35,32.96,Delayed,4648.79
2020-08-09,R00036,8233.96,2.52,4857.06,77.8,22.73,39.94,36.49,17.5,44.39,Normal,4330.65
2020-08-16,R00036,6674.34,7.95,5041.19,63.07,71.79,44.97,26.55,30.18,73.87,Delayed,3510.37
2020-08-23,R00036,6855.72,11.36,5083.57,64.78,58.2,43.25,26.45,95.62,70.44,Delayed,3605.77
2020-08-30,R00036,7054.3,10.94,5019.94,66.66,98.65,39.57,32.78,50.05,66.69,Delayed,3710.21
2020-09-06,R00036,6830.14,8.63,5057.46,64.54,76.53,45.15,32.4,11.55,70.92,Delayed,3592.31
2020-09-13,R00036,5584.48,8.17,5017.23,52.77,61.73,43.08,55.5,48.24,94.46,Delayed,2937.16
2020-09-20,R00036,6666.33,2.97,4939.64,62.99,78.46,44.85,32.04,60.48,74.02,Normal,3506.16
2020-09-27,R00036,10094.2,1.43,4899.31,95.38,42.44,44.2,21.53,24.83,9.24,Normal,5309.04
2020-10-04,R00036,5953.34,7.27,4939.49,56.25,23.14,39.1,31.5,64.21,87.49,Delayed,3131.16
2020-10-11,R00036,9045.7,3.2,4872.23,85.47,8.21,40.04,19.23,48.19,29.05,Normal,4757.59
2020-10-18,R00036,7293.89,4.11,4959.11,68.92,35.28,44.62,36.93,47.74,62.16,Normal,3836.22
2020-10-25,R00036,5730.1,8.88,5047.23,54.14,49.27,44.14,25.69,91.02,91.71,Delayed,3013.75
2020-11-01,R00036,6714.74,6.8,4972.53,63.45,36.61,41.93,39.81,51.42,73.1,Delayed,3531.62
2020-11-08,R00036,6118.98,4.76,4939.01,57.82,29.12,42.41,40.54,14.14,84.36,Normal,3218.28
2020-11-15,R00036,9483.56,1.72,4939.01,89.61,43.18,46.47,27.06,25.61,20.78,Normal,4987.88
2020-11-22,R00036,9283.9,6.04,4927.35,87.72,63.94,39.93,28.69,59.92,24.55,Delayed,4882.87
2020-11-29,R00036,8082.52,9.31,5052.59,76.37,87.13,43.91,34.98,30.14,47.25,Delayed,4251.0
2020-12-06,R00036,6652.44,4.41,4915.11,62.86,70.99,41.29,20.1,67.78,74.28,Normal,3498.85
2020-12-13,R00036,5712.01,5.32,4932.52,53.97,38.76,41.24,25.85,24.08,92.05,Delayed,3004.23
2020-12-20,R00036,10561.89,4.7,4989.3,99.8,91.13,45.85,50.83,31.28,0.4,Normal,5555.03
2020-12-27,R00036,6323.87,6.51,5011.18,59.76,52.11,44.89,33.19,7.86,80.49,Delayed,3326.04
2021-01-03,R00036,5802.37,5.82,5285.1,54.83,16.41,64.07,50.16,14.34,90.35,Delayed,3051.76
2021-01-10,R00036,6646.48,10.49,5415.33,62.8,88.43,66.53,57.22,70.9,74.39,Delayed,3495.72
2021-01-17,R00036,9316.87,4.69,5202.99,88.04,19.93,60.11,38.08,26.16,23.93,Normal,4900.21
2021-01-24,R00036,6005.68,8.14,5321.51,56.75,86.43,63.41,46.07,18.62,86.5,Delayed,3158.69
2021-01-31,R00036,7310.29,8.26,5249.57,69.08,68.87,58.45,40.22,85.35,61.85,Delayed,3844.85
2021-02-07,R00036,7655.25,9.11,5314.16,72.34,79.68,61.62,63.61,76.01,55.33,Delayed,4026.28
2021-02-14,R00036,7274.81,5.67,5211.27,68.74,30.54,59.35,23.51,9.57,62.52,Delayed,3826.19
2021-02-21,R00036,5342.69,11.53,5345.56,50.48,91.15,60.48,34.89,82.25,99.03,Delayed,2809.99
2021-02-28,R00036,7340.3,7.77,5307.57,69.36,99.3,62.98,49.58,18.37,61.28,Delayed,3860.63
2021-03-07,R00036,7270.24,10.77,5261.71,68.7,32.4,55.91,60.26,87.18,62.61,Delayed,3823.79
2021-03-14,R00036,8497.46,7.89,5422.33,80.29,72.05,70.46,53.51,94.2,39.41,Delayed,4469.24
2021-03-21,R00036,8076.25,8.38,5199.83,76.31,7.52,54.97,42.52,97.45,47.37,Delayed,4247.71
2021-03-28,R00036,7883.12,4.07,5097.84,74.49,9.41,53.93,38.63,62.25,51.02,Normal,4146.13
2021-04-04,R00036,8786.53,7.1,5336.43,83.02,59.16,65.79,25.46,80.17,33.95,Delayed,4621.28
2021-04-11,R00036,5339.39,7.98,5326.56,50.45,66.08,63.96,49.65,13.89,99.09,Delayed,2808.25
2021-04-18,R00036,7009.16,3.24,5219.16,66.23,17.54,63.12,66.87,17.08,67.54,Normal,3686.47
2021-04-25,R00036,8226.26,6.85,5291.79,77.73,89.13,63.14,63.1,40.38,44.54,Delayed,4326.6
2021-05-02,R00036,9431.0,3.28,5172.36,89.11,41.34,59.94,37.89,54.85,21.77,Normal,4960.23
2021-05-09,R00036,5474.78,6.68,5173.97,51.73,64.35,55.51,42.14,32.62,96.54,Delayed,2879.46
2021-05-16,R00036,8341.78,6.66,5246.41,78.82,60.43,60.38,54.95,80.89,42.36,Delayed,4387.36
2021-05-23,R00036,6276.25,8.96,5235.96,59.31,84.98,56.61,62.52,26.61,81.39,Delayed,3300.99
2021-05-30,R00036,6619.64,7.81,5337.01,62.55,64.36,64.88,73.26,46.11,74.9,Delayed,3481.6
2021-06-06,R00036,9543.36,4.84,5193.41,90.18,85.17,59.26,44.47,47.95,19.65,Normal,5019.33
2021-06-13,R00036,7174.43,5.77,5161.09,67.79,52.87,55.87,35.65,16.22,64.42,Delayed,3773.39
2021-06-20,R00036,7328.25,3.32,5149.85,69.25,34.68,58.39,42.84,10.91,61.51,Normal,3854.29
2021-06-27,R00036,9268.71,5.14,5241.36,87.58,48.72,62.06,46.39,94.65,24.84,Delayed,4874.88
2021-07-04,R00036,7748.4,8.42,5233.63,73.22,24.12,57.18,33.29,91.29,53.57,Delayed,4075.27
2021-07-11,R00036,5531.31,4.43,5134.58,52.27,23.29,55.89,49.65,36.76,95.47,Normal,2909.19
2021-07-18,R00036,9021.47,6.34,5252.58,85.24,5.36,61.22,52.01,62.29,29.51,Delayed,4744.84
2021-07-25,R00036,8073.89,5.02,5226.31,76.29,34.89,61.22,31.44,21.85,47.42,Delayed,4246.46
2021-08-01,R00036,5693.71,5.91,5187.85,53.8,37.3,57.47,18.08,81.66,92.4,Delayed,2994.61
2021-08-08,R00036,9003.16,0.0,5072.27,85.07,5.83,57.64,49.27,55.23,29.86,Normal,4735.21
2021-08-15,R00036,6357.08,8.0,5285.06,60.07,70.49,61.16,46.17,38.71,79.86,Delayed,3343.51
2021-08-22,R00036,9856.08,3.22,5063.42,93.13,67.13,52.76,35.56,25.45,13.74,Normal,5183.81
2021-08-29,R00036,7233.6,5.73,5116.58,68.35,15.92,52.96,43.29,75.16,63.3,Delayed,3804.51
2021-09-05,R00036,7902.86,12.25,5298.66,74.68,67.56,56.41,38.05,79.14,50.65,Disrupted,4156.51
2021-09-12,R00036,6714.51,9.46,5280.7,63.45,49.47,58.93,40.06,47.15,73.11,Delayed,3531.49
2021-09-19,R00036,7149.54,6.88,5268.59,67.56,53.89,61.55,38.95,52.17,64.89,Delayed,3760.3
2021-09-26,R00036,6889.96,11.79,5454.0,65.1,86.88,67.38,41.25,21.85,69.79,Delayed,3623.77
2021-10-03,R00036,8721.38,4.4,5259.83,82.41,16.65,64.29,29.23,23.81,35.18,Normal,4587.01
2021-10-10,R00036,9267.48,6.32,5221.93,87.57,42.35,59.2,47.73,95.07,24.86,Delayed,4874.23
2021-10-17,R00036,10485.55,3.77,5181.53,99.08,43.03,59.9,49.71,68.34,1.84,Normal,5514.87
2021-10-24,R00036,5958.13,5.37,5139.74,56.3,8.54,54.99,59.07,65.27,87.4,Delayed,3133.68
2021-10-31,R00036,7507.58,5.84,5222.97,70.94,24.53,59.91,30.64,62.23,58.12,Delayed,3948.61
2021-11-07,R00036,8170.9,10.12,5288.43,77.21,91.02,58.56,50.54,33.64,45.58,Delayed,4297.49
2021-11-14,R00036,8077.12,8.23,5296.37,76.32,79.55,61.61,38.72,56.17,47.36,Delayed,4248.16
2021-11-21,R00036,9979.51,0.27,5050.95,94.3,32.19,55.86,25.4,12.61,11.4,Normal,5248.73
2021-11-28,R00036,7510.8,7.14,5289.25,70.97,7.29,62.6,61.76,92.34,58.06,Delayed,3950.3
2021-12-05,R00036,10407.19,7.87,5379.87,98.34,78.46,67.66,60.29,26.92,3.32,Delayed,5473.66
2021-12-12,R00036,6252.94,3.81,5175.63,59.08,10.19,59.46,36.96,25.5,81.83,Normal,3288.74
2021-12-19,R00036,10217.69,5.0,5237.78,96.55,40.42,62.01,57.38,97.05,6.9,Delayed,5373.99
2021-12-26,R00036,9888.45,4.92,5257.86,93.44,36.46,63.45,66.65,37.62,13.13,Normal,5200.83
2022-01-02,R00036,9857.65,5.67,5582.35,93.15,28.78,84.09,90.48,82.18,13.71,Delayed,5184.63
2022-01-09,R00036,6611.7,6.99,5676.69,62.47,36.97,88.62,81.28,90.46,75.05,Delayed,3477.42
2022-01-16,R00036,10402.88,0.0,5513.97,98.3,44.69,87.09,89.52,23.36,3.4,Normal,5471.4
2022-01-23,R00036,7265.12,4.56,5614.48,68.65,9.64,87.71,76.01,30.22,62.7,Normal,3821.09
2022-01-30,R00036,8848.15,3.53,5499.09,83.61,27.19,81.4,76.55,75.94,32.79,Normal,4653.69
2022-02-06,R00036,9039.91,4.8,5611.36,85.42,14.07,87.18,87.03,60.9,29.16,Normal,4754.54
2022-02-13,R00036,9824.5,5.23,5671.3,92.83,70.75,90.61,79.9,24.33,14.33,Delayed,5167.2
2022-02-20,R00036,8241.52,2.18,5714.02,77.88,13.78,97.52,80.61,42.57,44.25,Normal,4334.63
2022-02-27,R00036,5672.97,12.54,5867.71,53.6,91.59,93.95,83.07,39.1,92.79,Disrupted,2983.7
2022-03-06,R00036,7529.1,5.16,5849.99,71.14,48.44,102.61,87.83,69.02,57.71,Delayed,3959.93
2022-03-13,R00036,9331.5,5.79,5544.97,88.17,85.68,81.44,85.43,50.98,23.65,Delayed,4907.9
2022-03-20,R00036,8346.67,5.61,5719.61,78.87,30.19,93.32,76.52,47.14,42.26,Delayed,4389.93
2022-03-27,R00036,6170.97,11.02,5752.94,58.31,85.97,88.33,77.28,48.83,83.38,Delayed,3245.62
2022-04-03,R00036,6536.75,8.0,5910.84,61.77,84.41,102.88,83.55,19.35,76.47,Delayed,3438.0
2022-04-10,R00036,9363.64,5.52,5535.14,88.48,93.89,81.14,87.25,89.03,23.04,Delayed,4924.8
2022-04-17,R00036,8223.96,8.11,5583.54,77.71,35.72,80.91,74.57,75.9,44.58,Delayed,4325.39
2022-04-24,R00036,9820.71,6.55,5578.43,92.8,69.31,82.65,82.91,55.56,14.41,Delayed,5165.2
2022-05-01,R00036,6073.11,7.67,5434.97,57.39,82.17,71.6,81.02,49.33,85.23,Delayed,3194.15
2022-05-08,R00036,5793.85,7.64,5608.15,54.75,4.92,83.19,92.91,55.4,90.51,Delayed,3047.27
2022-05-15,R00036,6876.94,4.95,5529.09,64.98,33.62,81.5,82.11,18.26,70.04,Normal,3616.92
2022-05-22,R00036,7810.46,8.86,5706.2,73.8,41.35,88.09,88.47,44.87,52.4,Delayed,4107.91
2022-05-29,R00036,9806.91,10.68,5763.44,92.67,76.97,89.48,89.07,97.87,14.67,Delayed,5157.94
2022-06-05,R00036,10163.38,3.25,5781.6,96.03,69.89,100.6,75.53,11.95,7.93,Normal,5345.43
2022-06-12,R00036,6670.31,5.92,5734.3,63.03,45.87,93.89,91.76,76.89,73.94,Delayed,3508.25
2022-06-19,R00036,10325.08,1.91,5488.12,97.56,43.27,82.82,87.96,9.22,4.87,Normal,5430.48
2022-06-26,R00036,5672.54,14.17,5698.38,53.6,95.85,80.49,88.21,68.22,92.8,Disrupted,2983.47
2022-07-03,R00036,10324.26,9.54,5756.95,97.56,90.22,90.57,96.74,56.6,4.89,Delayed,5430.04
2022-07-10,R00036,5577.06,7.13,5511.71,52.7,46.54,77.43,73.96,64.99,94.6,Delayed,2933.25
2022-07-17,R00036,8687.49,4.39,5799.51,82.09,42.99,100.28,95.78,76.72,35.82,Normal,4569.19
2022-07-24,R00036,9783.41,3.85,5717.83,92.44,15.1,95.55,83.9,30.5,15.11,Normal,5145.58
2022-07-31,R00036,7669.66,6.65,5594.55,72.47,89.65,83.6,87.6,59.95,55.06,Delayed,4033.86
2022-08-07,R00036,6187.19,8.4,5494.27,58.46,31.93,74.58,84.6,74.07,83.07,Delayed,3254.15
2022-08-14,R00036,5694.1,7.3,5805.88,53.8,50.29,96.82,84.66,27.0,92.39,Delayed,2994.81
2022-08-21,R00036,9220.42,5.71,5614.38,87.12,94.24,86.17,83.13,79.07,25.75,Delayed,4849.48
2022-08-28,R00036,5509.76,10.97,5866.67,52.06,51.41,95.97,88.5,23.52,95.88,Delayed,2897.86
2022-09-04,R00036,9721.56,11.78,5574.9,91.86,94.09,75.44,77.16,66.66,16.28,Delayed,5113.05
2022-09-11,R00036,5651.13,9.98,5646.97,53.4,24.08,82.65,90.77,20.89,93.2,Delayed,2972.21
2022-09-18,R00036,9436.68,9.8,5709.26,89.17,91.43,87.04,82.49,45.69,21.66,Delayed,4963.22
2022-09-25,R00036,5403.01,5.92,5636.1,51.05,61.79,87.34,77.44,2.93,97.89,Delayed,2841.72
2022-10-02,R00036,7855.28,4.44,5552.52,74.23,96.75,83.74,83.0,17.12,51.55,Normal,4131.49
2022-10-09,R00036,10548.35,2.56,5631.63,99.67,25.01,91.52,93.55,54.35,0.65,Normal,5547.91
2022-10-16,R00036,6240.62,7.4,5544.58,58.97,33.57,79.26,79.27,78.59,82.06,Delayed,3282.25
2022-10-23,R00036,8501.92,7.44,5645.86,80.34,64.84,85.97,89.58,83.55,39.33,Delayed,4471.59
2022-10-30,R00036,6184.68,9.49,5715.56,58.44,95.53,87.87,81.76,58.39,83.12,Delayed,3252.83
2022-11-06,R00036,9753.31,3.31,5634.74,92.16,33.01,90.73,91.98,86.17,15.68,Normal,5129.76
2022-11-13,R00036,6170.78,7.18,5733.6,58.31,52.77,92.16,82.3,82.7,83.38,Delayed,3245.52
2022-11-20,R00036,6775.92,8.96,5569.52,64.03,91.19,78.85,93.55,19.83,71.95,Delayed,3563.8
2022-11-27,R00036,5567.8,9.16,5529.04,52.61,73.67,75.88,85.53,49.7,94.78,Delayed,2928.38
2022-12-04,R00036,8982.21,4.94,5750.43,84.87,33.18,96.26,92.43,1.61,30.25,Normal,4724.19
2022-12-11,R00036,9256.53,4.01,5629.02,87.47,95.11,89.41,85.62,34.37,25.07,Normal,4868.47
2022-12-18,R00036,6041.61,7.07,5572.67,57.09,61.59,81.57,91.82,78.4,85.82,Delayed,3177.59
2022-12-25,R00036,6291.94,6.02,5801.72,59.45,62.26,98.25,82.08,14.46,81.09,Delayed,3309.25
2023-01-01,R00036,9862.11,9.19,5300.01,93.19,86.33,60.58,58.91,78.66,13.62,Delayed,5186.98
2023-01-08,R00036,8310.51,4.48,5285.68,78.53,72.2,65.9,50.48,34.98,42.95,Normal,4370.91
2023-01-15,R00036,5403.3,10.55,5323.57,51.06,81.97,60.34,55.91,77.19,97.89,Delayed,2841.87
2023-01-22,R00036,6673.53,8.35,5429.17,63.06,29.1,70.3,60.45,79.1,73.88,Delayed,3509.94
2023-01-29,R00036,6384.73,8.13,5401.9,60.33,37.3,68.78,32.75,78.74,79.34,Delayed,3358.05
2023-02-05,R00036,10021.09,2.83,5145.48,94.69,63.82,58.76,65.85,37.22,10.62,Normal,5270.59
2023-02-12,R00036,6630.3,7.64,5333.29,62.65,57.55,64.86,50.93,51.57,74.7,Delayed,3487.21
2023-02-19,R00036,7387.76,4.52,5246.48,69.81,78.16,63.23,57.92,35.87,60.38,Normal,3885.59
2023-02-26,R00036,10219.53,5.02,5310.67,96.57,17.73,66.84,71.82,93.4,6.87,Delayed,5374.96
2023-03-05,R00036,6222.54,8.1,5197.27,58.8,35.57,55.18,64.92,81.97,82.41,Delayed,3272.74
2023-03-12,R00036,9627.29,3.16,5222.21,90.97,10.22,63.43,54.98,13.98,18.06,Normal,5063.47
2023-03-19,R00036,6523.34,9.56,5378.13,61.64,63.64,65.29,49.11,27.4,76.72,Delayed,3430.95
2023-03-26,R00036,7559.67,5.42,5084.19,71.43,0.79,51.21,38.85,80.58,57.14,Delayed,3976.01
2023-04-02,R00036,7360.66,8.19,5182.59,69.55,47.68,54.08,43.9,40.67,60.9,Delayed,3871.34
2023-04-09,R00036,5589.27,8.75,5129.75,52.81,60.15,49.8,61.79,35.58,94.37,Delayed,2939.68
2023-04-16,R00036,10205.36,3.83,5163.93,96.43,49.84,58.65,34.25,35.91,7.14,Normal,5367.51
2023-04-23,R00036,7531.92,8.67,5334.75,71.17,76.74,63.59,61.28,90.7,57.66,Delayed,3961.42
2023-04-30,R00036,10037.86,5.52,5330.76,94.85,71.87,67.51,47.8,91.6,10.3,Delayed,5279.41
2023-05-07,R00036,9178.86,2.6,5165.19,86.73,26.01,60.37,38.56,31.07,26.54,Normal,4827.62
2023-05-14,R00036,9121.84,5.41,5337.98,86.19,2.25,68.14,73.07,34.33,27.61,Delayed,4797.63
2023-05-21,R00036,9968.13,4.46,5093.32,94.19,70.36,53.1,27.57,49.55,11.62,Normal,5242.74
2023-05-28,R00036,10011.84,4.37,5067.24,94.6,20.99,51.48,50.96,44.29,10.79,Normal,5265.73
2023-06-04,R00036,9390.15,2.72,5157.88,88.73,22.91,59.72,29.36,57.47,22.54,Normal,4938.75
2023-06-11,R00036,7238.25,5.78,5251.95,68.4,79.13,61.92,44.12,24.19,63.21,Delayed,3806.96
2023-06-18,R00036,6478.22,3.43,5173.78,61.21,28.63,59.84,31.05,34.91,77.57,Normal,3407.22
2023-06-25,R00036,7337.11,9.02,5132.89,69.33,25.24,49.66,39.17,43.5,61.34,Delayed,3858.95
2023-07-02,R00036,8341.65,10.83,5317.52,78.82,92.42,59.55,52.88,57.08,42.36,Delayed,4387.29
2023-07-09,R00036,5584.57,13.37,5277.23,52.77,84.32,53.48,34.73,89.51,94.46,Disrupted,2937.21
2023-07-16,R00036,8785.33,6.38,5285.5,83.01,84.24,63.35,49.01,2.53,33.97,Delayed,4620.64
2023-07-23,R00036,6795.5,12.22,5379.45,64.21,39.57,61.83,59.68,88.84,71.58,Disrupted,3574.09
2023-07-30,R00036,7727.95,4.2,5121.12,73.02,78.84,55.3,44.5,28.4,53.96,Normal,4064.52
2023-08-06,R00036,7795.79,5.16,5172.35,73.66,54.89,57.43,47.76,18.42,52.67,Delayed,4100.2
2023-08-13,R00036,7130.14,8.34,5194.89,67.37,86.9,54.7,45.4,54.64,65.25,Delayed,3750.1
2023-08-20,R00036,9991.98,6.77,5238.32,94.42,59.62,59.69,39.62,78.61,11.17,Delayed,5255.28
2023-08-27,R00036,8347.0,5.37,5286.66,78.87,77.98,64.78,70.03,32.37,42.26,Delayed,4390.11
2023-09-03,R00036,8923.31,5.14,5136.48,84.32,30.06,55.07,54.79,48.33,31.37,Delayed,4693.21
2023-09-10,R00036,5948.92,6.09,5267.22,56.21,47.65,62.52,49.84,58.51,87.58,Delayed,3128.83
2023-09-17,R00036,7440.28,2.62,5120.14,70.3,38.22,57.35,43.51,1.32,59.39,Normal,3913.21
2023-09-24,R00036,8154.68,8.54,5218.89,77.05,63.0,56.04,38.18,58.82,45.89,Delayed,4288.95
2023-10-01,R00036,8671.48,4.5,5189.55,81.94,24.45,59.46,42.33,85.94,36.12,Normal,4560.77
2023-10-08,R00036,6268.73,7.03,5170.58,59.23,14.7,54.82,42.11,93.67,81.53,Delayed,3297.04
2023-10-15,R00036,10519.95,5.56,5177.31,99.4,68.18,57.23,51.28,74.16,1.19,Delayed,5532.97
2023-10-22,R00036,7518.11,8.67,5191.1,71.04,87.44,54.01,35.75,78.86,57.92,Delayed,3954.15
2023-10-29,R00036,6437.22,3.04,5315.77,60.83,52.25,69.82,59.2,31.72,78.35,Normal,3385.66
2023-11-05,R00036,10440.05,7.73,5264.89,98.65,96.3,60.18,46.04,15.13,2.7,Delayed,5490.95
2023-11-12,R00036,7269.39,6.17,5178.52,68.69,28.83,56.5,43.87,2.66,62.62,Delayed,3823.33
2023-11-19,R00036,9171.02,3.03,5184.23,86.66,20.37,61.07,43.16,32.87,26.68,Normal,4823.5
2023-11-26,R00036,8034.63,6.96,5238.36,75.92,57.55,59.44,41.21,99.51,48.16,Delayed,4225.81
2023-12-03,R00036,7280.82,5.07,5192.5,68.8,74.16,58.9,43.45,1.55,62.41,Delayed,3829.35
2023-12-10,R00036,6664.28,6.3,5279.63,62.97,44.77,63.07,41.5,51.87,74.06,Delayed,3505.08
2023-12-17,R00036,9891.29,5.66,5277.59,93.46,3.66,63.79,54.28,35.81,13.07,Delayed,5202.33
2023-12-24,R00036,9334.44,8.1,5229.89,88.2,51.7,57.35,39.27,70.38,23.6,Delayed,4909.45
2023-12-31,R00036,9648.46,4.05,5145.33,91.17,89.15,57.12,43.19,4.37,17.66,Normal,5074.61
2024-01-07,R00036,9740.05,6.46,5347.98,92.03,72.31,67.42,77.96,94.54,15.93,Delayed,5122.78
2024-01-14,R00036,5667.29,6.03,5164.74,53.55,5.15,55.76,47.32,66.79,92.9,Delayed,2980.71
2024-01-21,R00036,6275.71,7.39,5259.71,59.3,28.56,60.29,69.78,40.13,81.4,Delayed,3300.71
2024-01-28,R00036,6101.89,7.54,5511.24,57.66,3.04,76.86,78.02,51.11,84.68,Delayed,3209.29
2024-02-04,R00036,8684.69,8.23,5549.04,82.06,58.15,78.46,79.81,16.41,35.87,Delayed,4567.71
2024-02-11,R00036,8819.87,7.28,5366.81,83.34,58.55,67.57,54.92,81.99,33.32,Delayed,4638.81
2024-02-18,R00036,5868.86,6.32,5418.81,55.46,21.47,72.32,88.31,67.58,89.09,Delayed,3086.73
2024-02-25,R00036,7286.49,2.34,5316.26,68.85,57.08,70.79,75.88,43.92,62.3,Normal,3832.33
2024-03-03,R00036,6693.53,7.53,5658.74,63.25,9.22,86.7,75.21,96.13,73.5,Delayed,3520.46
2024-03-10,R00036,10170.06,3.57,5410.53,96.1,97.51,75.44,63.96,46.18,7.8,Normal,5348.94
2024-03-17,R00036,5886.85,4.64,5324.3,55.63,1.36,68.26,55.88,26.46,88.75,Normal,3096.19
2024-03-24,R00036,8686.52,6.73,5294.71,82.08,64.46,63.51,57.22,55.49,35.84,Delayed,4568.68
2024-03-31,R00036,9831.38,4.7,5197.97,92.9,88.76,59.76,52.68,53.38,14.2,Normal,5170.81
2024-04-07,R00036,9890.18,7.59,5411.87,93.45,82.95,70.17,60.13,66.47,13.09,Delayed,5201.74
2024-04-14,R00036,5886.7,8.46,5346.57,55.62,81.6,64.65,47.0,63.62,88.75,Delayed,3096.11
2024-04-21,R00036,5706.97,7.96,5279.2,53.93,84.56,60.82,66.13,39.57,92.15,Delayed,3001.58
2024-04-28,R00036,10270.68,2.71,5241.1,97.05,88.24,65.28,72.81,58.52,5.9,Normal,5401.86
2024-05-05,R00036,7650.39,8.67,5322.64,72.29,69.49,62.78,81.73,20.66,55.42,Delayed,4023.72
2024-05-12,R00036,8955.54,5.06,5489.41,84.62,93.34,78.7,67.86,99.6,30.76,Delayed,4710.17
2024-05-19,R00036,5663.22,11.51,5548.88,53.51,54.37,74.07,63.58,65.27,92.98,Delayed,2978.57
2024-05-26,R00036,7052.86,9.06,5423.08,66.64,40.34,68.95,68.31,61.96,66.71,Delayed,3709.45
2024-06-02,R00036,9067.28,5.66,5483.52,85.68,42.18,77.51,81.09,35.14,28.64,Delayed,4768.94
2024-06-09,R00036,9370.38,6.0,5369.33,88.54,39.69,69.44,65.18,30.55,22.92,Delayed,4928.35
2024-06-16,R00036,8438.69,2.53,5218.86,79.74,43.41,64.05,64.7,15.31,40.52,Normal,4438.33
2024-06-23,R00036,9014.8,3.85,5451.02,85.18,27.47,77.76,81.92,46.83,29.64,Normal,4741.33
2024-06-30,R00036,8282.97,4.21,5373.24,78.27,3.67,72.1,81.95,68.55,43.47,Normal,4356.43
2024-07-07,R00036,10294.33,3.74,5227.97,97.27,7.17,63.04,67.38,83.23,5.46,Normal,5414.3
2024-07-14,R00036,5981.25,9.39,5414.01,56.52,77.46,67.91,70.45,86.65,86.96,Delayed,3145.84
2024-07-21,R00036,6949.53,6.53,5297.71,65.67,36.24,63.97,55.85,59.86,68.67,Delayed,3655.1
2024-07-28,R00036,7397.15,7.24,5268.1,69.9,28.64,61.05,52.04,97.37,60.21,Delayed,3890.53
2024-08-04,R00036,8731.42,12.38,5570.01,82.5,86.47,74.33,66.87,92.49,34.99,Disrupted,4592.29
