event_id,date,event_type,severity,affected_region,duration_days,risk_increase
E008323,2024-11-13 00:00:00,Diplomatic Crisis,8,Middle East,19,26.13
E008324,2025-11-26 00:00:00,Port Strike,2,Europe,135,9.16
E008325,2015-08-30 00:00:00,Maritime Conflict,4,Europe,67,14.97
E008326,2020-04-30 00:00:00,Political Unrest,5,Africa,24,10.05
E008327,2025-05-12 00:00:00,War,4,South America,259,21.3
E008328,2025-06-02 00:00:00,Diplomatic Crisis,7,Asia,260,21.62
E008329,2015-08-26 00:00:00,Terrorism,4,Africa,312,22.06
E008330,2021-09-20 00:00:00,Trade Sanction,2,Asia,86,4.23
E008331,2024-05-17 00:00:00,Maritime Conflict,5,Middle East,208,15.64
E008332,2024-07-18 00:00:00,Port Strike,6,Africa,362,20.51
E008333,2025-06-10 00:00:00,Terrorism,9,Africa,235,53.15
E008334,2022-10-22 00:00:00,Diplomatic Crisis,6,Middle East,67,34.73
E008335,2015-04-26 00:00:00,Terrorism,8,North America,134,33.82
E008336,2023-11-18 00:00:00,Port Strike,7,North America,237,31.0
E008337,2019-06-28 00:00:00,Trade Sanction,2,Africa,126,8.49
E008338,2022-10-02 00:00:00,Border Conflict,8,South America,350,19.02
E008339,2021-01-12 00:00:00,War,9,Africa,200,51.36
E008340,2019-09-06 00:00:00,Terrorism,3,Europe,245,12.83
E008341,2024-02-15 00:00:00,War,6,Middle East,40,13.31
E008342,2017-08-02 00:00:00,Cyber Attack,9,Asia,208,52.75
E008343,2025-05-30 00:00:00,Port Strike,7,Asia,106,25.36
E008344,2016-08-24 00:00:00,Port Strike,1,Middle East,343,5.07
E008345,2015-07-03 00:00:00,Maritime Conflict,6,Asia,363,23.71
E008346,2022-09-01 00:00:00,Political Unrest,8,Europe,217,23.77
E008347,2018-03-18 00:00:00,Terrorism,8,North America,182,43.01
E008348,2021-02-28 00:00:00,Maritime Conflict,5,North America,60,15.78
E008349,2024-07-20 00:00:00,Border Conflict,5,South America,65,15.58
E008350,2016-09-12 00:00:00,Border Conflict,5,Europe,265,24.45
E008351,2015-03-06 00:00:00,Trade Sanction,3,Asia,208,11.97
E008352,2018-03-03 00:00:00,Maritime Conflict,6,Asia,290,13.88
E008353,2020-08-19 00:00:00,Border Conflict,7,North America,105,37.2
E008354,2017-06-08 00:00:00,Port Strike,2,Middle East,33,9.32
E008355,2018-06-14 00:00:00,Maritime Conflict,4,North America,317,21.2
E008356,2016-10-19 00:00:00,Cyber Attack,1,Asia,230,2.17
E008357,2015-07-30 00:00:00,Diplomatic Crisis,8,Middle East,189,16.43
E008358,2026-06-20 00:00:00,Maritime Conflict,10,Europe,196,34.2
E008359,2015-09-18 00:00:00,Diplomatic Crisis,6,North America,329,33.69
E008360,2024-04-12 00:00:00,War,5,Asia,229,12.0
E008361,2023-02-17 00:00:00,Border Conflict,10,Middle East,317,26.64
E008362,2024-10-08 00:00:00,War,2,Asia,164,5.41
E008363,2022-02-28 00:00:00,Terrorism,10,Europe,286,44.86
E008364,2024-08-27 00:00:00,Political Unrest,4,Africa,9,22.58
E008365,2020-08-21 00:00:00,Trade Sanction,10,Middle East,244,55.65
E008366,2019-01-02 00:00:00,Export Restriction,5,South America,327,10.89
E008367,2024-05-29 00:00:00,Political Unrest,9,Middle East,127,28.38
E008368,2022-04-16 00:00:00,Maritime Conflict,6,Middle East,157,31.13
E008369,2022-05-01 00:00:00,Political Unrest,7,Africa,150,27.89
E008370,2015-08-28 00:00:00,War,5,Middle East,192,24.14
E008371,2017-03-13 00:00:00,Trade Sanction,1,South America,116,3.52
E008372,2019-03-29 00:00:00,Terrorism,5,Middle East,86,20.25
E008373,2020-10-13 00:00:00,Border Conflict,8,North America,302,44.61
E008374,2021-08-22 00:00:00,Cyber Attack,4,Africa,58,14.32
E008375,2026-05-25 00:00:00,Export Restriction,3,Middle East,64,6.79
E008376,2020-03-06 00:00:00,Maritime Conflict,6,Middle East,271,24.14
E008377,2015-04-12 00:00:00,Cyber Attack,4,Middle East,293,9.59
E008378,2019-12-25 00:00:00,Terrorism,5,North America,333,20.04
E008379,2021-01-04 00:00:00,Political Unrest,6,North America,238,17.55
E008380,2026-02-11 00:00:00,Export Restriction,1,North America,68,3.08
E008381,2018-07-02 00:00:00,Maritime Conflict,3,Europe,119,16.54
E008382,2023-03-25 00:00:00,Trade Sanction,5,Asia,336,29.95
E008383,2018-05-30 00:00:00,Terrorism,4,Africa,264,10.5
E008384,2024-06-04 00:00:00,Diplomatic Crisis,9,Africa,202,19.54
E008385,2016-02-26 00:00:00,Maritime Conflict,8,Asia,257,33.83
E008386,2016-04-27 00:00:00,War,5,Africa,281,17.12
E008387,2026-03-15 00:00:00,Maritime Conflict,4,Middle East,119,20.39
E008388,2017-01-19 00:00:00,Terrorism,10,Asia,251,55.6
E008389,2019-01-06 00:00:00,Border Conflict,2,Europe,251,9.33
E008390,2018-10-14 00:00:00,Border Conflict,4,Middle East,17,16.45
E008391,2016-08-26 00:00:00,Diplomatic Crisis,7,Europe,87,19.76
E008392,2023-03-18 00:00:00,Political Unrest,9,Asia,105,18.13
E008393,2019-12-17 00:00:00,Political Unrest,5,South America,309,26.64
E008394,2025-01-24 00:00:00,Terrorism,4,Asia,225,14.02
E008395,2018-08-11 00:00:00,War,9,Middle East,294,34.53
E008396,2022-10-31 00:00:00,Maritime Conflict,1,Middle East,312,5.13
E008397,2021-12-01 00:00:00,Diplomatic Crisis,6,South America,216,34.66
E008398,2018-09-07 00:00:00,Maritime Conflict,5,South America,240,21.72
E008399,2022-05-23 00:00:00,Diplomatic Crisis,7,Africa,330,24.81
E008400,2018-05-16 00:00:00,Terrorism,2,Europe,172,8.88
E008401,2024-05-12 00:00:00,Diplomatic Crisis,2,South America,172,11.54
E008402,2016-08-21 00:00:00,Trade Sanction,1,Africa,352,4.82
E008403,2017-12-18 00:00:00,Political Unrest,4,South America,254,20.05
E008404,2020-12-23 00:00:00,Maritime Conflict,5,Middle East,288,28.65
E008405,2024-11-22 00:00:00,War,2,Middle East,342,9.82
E008406,2022-06-20 00:00:00,Cyber Attack,2,Europe,67,11.76
E008407,2022-08-17 00:00:00,Diplomatic Crisis,4,North America,358,20.89
E008408,2020-02-20 00:00:00,Diplomatic Crisis,5,Europe,304,21.63
E008409,2019-02-17 00:00:00,Diplomatic Crisis,6,Europe,94,27.68
E008410,2015-03-15 00:00:00,Cyber Attack,6,Asia,75,32.12
E008411,2020-12-09 00:00:00,Terrorism,7,Asia,227,38.03
E008412,2020-11-09 00:00:00,Diplomatic Crisis,10,Europe,342,24.56
E008413,2025-08-15 00:00:00,War,2,Asia,135,7.23
E008414,2016-10-17 00:00:00,Cyber Attack,7,Europe,121,16.04
E008415,2015-07-20 00:00:00,Export Restriction,4,Africa,144,23.86
E008416,2024-05-06 00:00:00,Export Restriction,1,Middle East,322,4.42
E008417,2024-12-11 00:00:00,Border Conflict,10,North America,68,39.12
E008418,2023-09-28 00:00:00,Terrorism,5,Middle East,103,21.72
E008419,2015-01-09 00:00:00,Diplomatic Crisis,8,North America,355,44.47
E008420,2020-09-08 00:00:00,Cyber Attack,4,Africa,21,13.33
E008421,2015-11-22 00:00:00,Border Conflict,7,North America,199,25.73
E008422,2019-05-05 00:00:00,War,1,Asia,54,5.11
E008423,2026-11-02 00:00:00,Trade Sanction,8,Europe,220,33.74
E008424,2024-07-10 00:00:00,Trade Sanction,9,Middle East,238,19.48
E008425,2017-12-19 00:00:00,War,2,South America,356,7.43
E008426,2017-04-27 00:00:00,War,5,Europe,70,25.22
E008427,2020-12-12 00:00:00,Diplomatic Crisis,2,Europe,255,10.41
E008428,2017-03-08 00:00:00,Port Strike,9,Middle East,177,21.73
E008429,2015-07-11 00:00:00,Export Restriction,10,Middle East,105,48.34
E008430,2021-08-03 00:00:00,Border Conflict,1,Middle East,105,3.79
E008431,2015-12-01 00:00:00,Political Unrest,10,North America,9,33.36
E008432,2021-06-03 00:00:00,Trade Sanction,6,South America,283,13.3
E008433,2023-07-04 00:00:00,Maritime Conflict,7,Asia,263,19.78
E008434,2021-07-17 00:00:00,War,10,Asia,21,24.81
E008435,2018-03-20 00:00:00,Export Restriction,1,Asia,113,3.49
E008436,2020-11-23 00:00:00,Maritime Conflict,5,South America,165,27.08
E008437,2025-02-27 00:00:00,Port Strike,1,Europe,344,5.92
E008438,2020-01-31 00:00:00,Political Unrest,4,Middle East,271,21.61
E008439,2024-06-10 00:00:00,Political Unrest,5,Europe,152,17.2
E008440,2021-11-27 00:00:00,Border Conflict,5,North America,229,18.94
E008441,2024-09-24 00:00:00,Trade Sanction,2,Africa,56,11.94
E008442,2015-09-10 00:00:00,Terrorism,5,Middle East,195,28.88
E008443,2016-12-25 00:00:00,Port Strike,1,Europe,62,3.61
E008444,2015-09-28 00:00:00,Political Unrest,2,South America,74,9.17
E008445,2025-04-11 00:00:00,Border Conflict,8,North America,295,32.83
E008446,2020-09-17 00:00:00,Maritime Conflict,7,Europe,111,27.11
E008447,2015-11-25 00:00:00,War,3,North America,314,13.18
E008448,2017-09-05 00:00:00,War,6,North America,304,17.66
E008449,2019-06-20 00:00:00,Export Restriction,7,Middle East,308,34.23
E008450,2015-02-13 00:00:00,Trade Sanction,5,North America,28,14.09
E008451,2017-10-24 00:00:00,War,8,Europe,197,36.65
E008452,2018-10-20 00:00:00,Export Restriction,1,Asia,75,5.49
E008453,2018-06-23 00:00:00,Terrorism,6,Europe,259,15.64
E008454,2023-05-20 00:00:00,Export Restriction,8,North America,45,41.88
E008455,2023-11-18 00:00:00,Trade Sanction,10,South America,195,59.34
E008456,2018-07-08 00:00:00,Cyber Attack,5,Europe,64,26.01
E008457,2015-03-29 00:00:00,Terrorism,8,Asia,105,44.51
E008458,2019-09-30 00:00:00,Maritime Conflict,9,Middle East,33,41.81
E008459,2024-01-20 00:00:00,Border Conflict,2,North America,24,7.3
E008460,2017-05-09 00:00:00,War,9,Africa,301,50.2
E008461,2022-05-05 00:00:00,Terrorism,3,North America,74,14.23
E008462,2017-09-20 00:00:00,Border Conflict,7,South America,159,24.32
E008463,2024-06-24 00:00:00,War,6,Asia,115,15.53
E008464,2021-01-22 00:00:00,Maritime Conflict,4,Asia,186,10.39
E008465,2015-03-23 00:00:00,Maritime Conflict,8,South America,110,45.8
E008466,2025-05-25 00:00:00,Maritime Conflict,6,North America,228,32.14
E008467,2024-06-08 00:00:00,War,3,South America,247,11.49
E008468,2025-12-22 00:00:00,Diplomatic Crisis,3,North America,110,15.91
E008469,2021-08-16 00:00:00,Diplomatic Crisis,2,Africa,338,10.17
E008470,2023-03-29 00:00:00,War,7,Africa,251,27.85
E008471,2019-12-31 00:00:00,War,9,Europe,215,25.92
E008472,2024-10-06 00:00:00,Cyber Attack,9,South America,220,24.7
E008473,2024-09-12 00:00:00,War,7,South America,52,38.05
E008474,2021-02-14 00:00:00,Cyber Attack,7,Europe,154,21.21
E008475,2021-12-17 00:00:00,Border Conflict,4,Africa,286,15.56
E008476,2025-01-22 00:00:00,Diplomatic Crisis,10,North America,313,40.26
E008477,2016-02-11 00:00:00,Terrorism,6,North America,245,33.1
E008478,2015-12-29 00:00:00,Political Unrest,6,North America,224,16.21
E008479,2022-04-15 00:00:00,Maritime Conflict,4,Asia,149,12.93
E008480,2019-04-01 00:00:00,Border Conflict,6,Africa,359,27.89
E008481,2019-03-24 00:00:00,Cyber Attack,5,Europe,96,18.02
E008482,2024-01-19 00:00:00,Export Restriction,10,Middle East,246,25.12
E008483,2025-08-20 00:00:00,Trade Sanction,2,Asia,52,5.66
E008484,2018-10-21 00:00:00,War,8,Africa,357,24.01
E008485,2020-12-19 00:00:00,Diplomatic Crisis,1,South America,295,3.24
E008486,2023-06-20 00:00:00,Terrorism,9,Asia,198,24.0
E008487,2025-02-21 00:00:00,Export Restriction,8,North America,180,34.9
E008488,2023-07-26 00:00:00,Terrorism,7,Middle East,178,16.49
E008489,2015-02-15 00:00:00,Port Strike,7,Africa,126,20.81
E008490,2022-06-14 00:00:00,Diplomatic Crisis,7,Africa,124,17.74
E008491,2023-10-27 00:00:00,Cyber Attack,6,Asia,288,34.37
E008492,2021-07-13 00:00:00,Terrorism,6,North America,104,32.07
E008493,2018-12-07 00:00:00,Terrorism,10,Europe,18,32.48
E008494,2018-02-12 00:00:00,Diplomatic Crisis,1,North America,216,2.3
E008495,2026-09-28 00:00:00,War,2,Europe,262,4.2
E008496,2026-11-16 00:00:00,Cyber Attack,6,Africa,37,34.65
E008497,2025-11-30 00:00:00,Border Conflict,5,Asia,304,21.16
E008498,2023-01-03 00:00:00,Border Conflict,1,Asia,64,3.45
E008499,2026-05-03 00:00:00,Port Strike,3,South America,264,13.21
E008500,2018-02-25 00:00:00,Trade Sanction,10,North America,282,49.26
E008501,2025-09-07 00:00:00,Trade Sanction,8,Asia,166,26.85
E008502,2023-12-28 00:00:00,Diplomatic Crisis,7,Middle East,313,16.18
E008503,2020-02-25 00:00:00,Cyber Attack,8,Africa,15,35.77
E008504,2020-12-02 00:00:00,Political Unrest,6,South America,129,31.21
E008505,2023-03-02 00:00:00,Maritime Conflict,4,Europe,34,13.21
E008506,2024-07-02 00:00:00,Cyber Attack,9,Africa,137,21.47
E008507,2018-07-06 00:00:00,Export Restriction,5,North America,356,22.86
E008508,2015-01-04 00:00:00,Terrorism,3,Africa,233,15.99
E008509,2022-07-10 00:00:00,Export Restriction,4,Europe,131,19.85
E008510,2015-09-16 00:00:00,Port Strike,3,South America,91,15.51
E008511,2026-12-23 00:00:00,Export Restriction,1,Europe,152,4.08
E008512,2021-01-15 00:00:00,Export Restriction,8,Asia,38,17.23
E008513,2023-04-15 00:00:00,Port Strike,2,Asia,291,6.49
E008514,2019-04-16 00:00:00,Terrorism,5,Europe,25,25.52
E008515,2025-04-20 00:00:00,Cyber Attack,2,Asia,312,10.42
E008516,2020-09-02 00:00:00,Maritime Conflict,3,South America,268,7.23
E008517,2020-05-14 00:00:00,War,4,Middle East,276,8.84
E008518,2015-04-09 00:00:00,Border Conflict,9,North America,29,18.31
E008519,2025-04-13 00:00:00,Diplomatic Crisis,3,Africa,100,7.74
E008520,2025-12-14 00:00:00,Terrorism,4,Africa,36,20.15
E008521,2025-03-29 00:00:00,Diplomatic Crisis,5,Middle East,187,18.89
E008522,2025-10-28 00:00:00,Terrorism,4,Europe,336,22.95
E008523,2018-10-13 00:00:00,Political Unrest,10,Europe,42,39.89
E008524,2023-08-08 00:00:00,Diplomatic Crisis,7,North America,162,36.47
E008525,2015-12-26 00:00:00,War,10,South America,18,25.76
E008526,2019-02-20 00:00:00,Cyber Attack,8,Europe,236,35.42
E008527,2016-07-28 00:00:00,Cyber Attack,2,Europe,50,5.74
E008528,2026-08-20 00:00:00,War,5,North America,139,11.46
E008529,2022-07-15 00:00:00,Diplomatic Crisis,8,Europe,275,36.88
E008530,2025-03-28 00:00:00,Port Strike,6,Middle East,346,23.0
E008531,2025-01-19 00:00:00,War,8,North America,182,24.15
E008532,2017-01-03 00:00:00,Diplomatic Crisis,9,South America,144,49.27
E008533,2016-08-15 00:00:00,Border Conflict,1,Middle East,148,2.32
E008534,2024-02-08 00:00:00,Terrorism,8,South America,179,42.31
E008535,2021-06-15 00:00:00,Maritime Conflict,10,Africa,362,52.81
E008536,2021-08-25 00:00:00,Export Restriction,3,North America,133,12.94
E008537,2025-07-14 00:00:00,Terrorism,3,Middle East,74,11.44
E008538,2017-07-24 00:00:00,Export Restriction,6,North America,326,27.6
E008539,2018-06-04 00:00:00,Terrorism,8,North America,234,44.3
E008540,2025-03-21 00:00:00,Border Conflict,3,Africa,15,15.81
E008541,2025-05-03 00:00:00,Political Unrest,3,North America,60,11.32
E008542,2018-11-29 00:00:00,Export Restriction,2,Middle East,13,9.38
E008543,2026-04-23 00:00:00,Trade Sanction,8,Europe,160,32.86
E008544,2025-11-23 00:00:00,Export Restriction,9,North America,259,32.56
E008545,2017-06-13 00:00:00,Political Unrest,6,North America,346,26.53
E008546,2023-10-31 00:00:00,Cyber Attack,5,North America,87,12.6
E008547,2022-05-30 00:00:00,Border Conflict,6,Asia,84,30.48
E008548,2016-05-17 00:00:00,War,6,Europe,68,34.72
E008549,2023-12-31 00:00:00,Terrorism,4,North America,163,23.26
E008550,2016-08-18 00:00:00,Diplomatic Crisis,9,North America,232,51.82
E008551,2021-09-07 00:00:00,Export Restriction,7,Europe,107,25.74
E008552,2024-01-15 00:00:00,Export Restriction,7,North America,17,28.12
E008553,2017-05-28 00:00:00,Port Strike,9,North America,93,23.07
E008554,2025-06-07 00:00:00,Cyber Attack,7,Africa,159,16.48
E008555,2024-06-05 00:00:00,Trade Sanction,3,Africa,41,8.45
E008556,2022-10-29 00:00:00,War,7,Middle East,252,29.36
E008557,2016-08-08 00:00:00,Political Unrest,7,South America,89,17.25
E008558,2019-07-10 00:00:00,Maritime Conflict,9,Europe,194,44.5
E008559,2020-08-28 00:00:00,Political Unrest,7,Middle East,308,27.19
E008560,2015-03-04 00:00:00,Port Strike,6,South America,275,32.95
E008561,2017-05-27 00:00:00,War,4,North America,54,8.48
E008562,2019-10-26 00:00:00,Terrorism,5,South America,34,24.13
E008563,2017-06-20 00:00:00,Maritime Conflict,7,Europe,76,15.49
E008564,2023-08-08 00:00:00,Political Unrest,10,Africa,267,41.91
E008565,2018-11-16 00:00:00,War,8,Europe,192,17.26
E008566,2017-01-31 00:00:00,Port Strike,7,Middle East,46,24.23
E008567,2024-11-22 00:00:00,Trade Sanction,6,Africa,318,35.38
E008568,2015-11-05 00:00:00,Border Conflict,6,Asia,52,18.8
E008569,2018-12-25 00:00:00,Cyber Attack,1,South America,341,3.31
E008570,2022-08-28 00:00:00,Port Strike,8,South America,346,33.99
E008571,2016-07-02 00:00:00,Diplomatic Crisis,10,Africa,359,35.5
E008572,2023-12-08 00:00:00,Trade Sanction,7,South America,68,21.35
E008573,2025-12-02 00:00:00,Political Unrest,7,Middle East,208,16.02
E008574,2015-05-10 00:00:00,Trade Sanction,9,Africa,203,40.63
E008575,2024-10-12 00:00:00,Diplomatic Crisis,1,Asia,137,4.62
E008576,2019-11-15 00:00:00,Diplomatic Crisis,5,Middle East,150,28.68
E008577,2023-07-02 00:00:00,Political Unrest,6,South America,323,13.21
E008578,2015-05-11 00:00:00,Trade Sanction,9,Middle East,281,19.59
E008579,2018-09-08 00:00:00,Diplomatic Crisis,9,Europe,83,20.21
E008580,2021-08-13 00:00:00,Terrorism,6,Africa,364,28.47
E008581,2026-11-05 00:00:00,Trade Sanction,7,Europe,107,24.24
E008582,2021-05-13 00:00:00,Diplomatic Crisis,1,South America,197,2.48
E008583,2015-10-16 00:00:00,Political Unrest,1,Africa,231,5.7
E008584,2021-07-09 00:00:00,War,5,North America,321,14.51
E008585,2017-11-09 00:00:00,Political Unrest,5,Africa,259,23.74
E008586,2018-02-11 00:00:00,Diplomatic Crisis,2,Asia,40,4.88
E008587,2017-01-29 00:00:00,War,1,South America,14,4.57
E008588,2019-05-21 00:00:00,Terrorism,4,Asia,18,18.34
E008589,2016-01-15 00:00:00,Terrorism,1,Africa,86,5.3
E008590,2019-03-28 00:00:00,Maritime Conflict,4,Europe,266,8.16
E008591,2022-05-29 00:00:00,Diplomatic Crisis,8,Middle East,194,26.92
E008592,2025-05-25 00:00:00,Cyber Attack,10,North America,146,50.51
E008593,2021-12-21 00:00:00,Cyber Attack,3,Europe,107,6.66
E008594,2023-01-17 00:00:00,Border Conflict,7,Asia,340,30.63
E008595,2022-10-31 00:00:00,Maritime Conflict,9,South America,73,31.11
E008596,2015-12-07 00:00:00,Diplomatic Crisis,6,South America,108,31.41
E008597,2018-02-07 00:00:00,Port Strike,6,South America,322,26.2
E008598,2016-01-20 00:00:00,Export Restriction,6,Europe,15,35.05
E008599,2025-03-12 00:00:00,Diplomatic Crisis,9,Asia,318,39.67
E008600,2018-05-27 00:00:00,Border Conflict,8,Africa,119,30.12
E008601,2018-09-25 00:00:00,Diplomatic Crisis,8,Europe,252,41.79
E008602,2025-11-03 00:00:00,Terrorism,1,South America,209,3.67
E008603,2018-09-11 00:00:00,Port Strike,4,Europe,329,20.72
E008604,2019-02-21 00:00:00,War,1,Asia,242,4.66
E008605,2025-05-06 00:00:00,Terrorism,4,Asia,37,20.71
E008606,2021-12-01 00:00:00,Port Strike,5,Africa,119,21.63
E008607,2021-11-10 00:00:00,Cyber Attack,7,Europe,85,32.29
E008608,2015-09-10 00:00:00,Export Restriction,1,Africa,156,3.55
E008609,2022-04-13 00:00:00,Cyber Attack,10,Middle East,138,46.72
E008610,2016-07-22 00:00:00,Diplomatic Crisis,7,North America,18,35.36
E008611,2026-08-07 00:00:00,Maritime Conflict,7,Asia,133,35.35
E008612,2018-11-24 00:00:00,Political Unrest,10,Asia,273,39.74
E008613,2025-04-13 00:00:00,War,4,Africa,268,10.76
E008614,2021-07-18 00:00:00,Border Conflict,7,Africa,337,25.34
E008615,2018-04-08 00:00:00,Export Restriction,4,South America,240,13.09
E008616,2021-06-13 00:00:00,Port Strike,10,Middle East,297,48.3
E008617,2020-10-10 00:00:00,Port Strike,2,Middle East,226,6.16
E008618,2026-04-02 00:00:00,Trade Sanction,6,Asia,137,33.54
E008619,2021-06-06 00:00:00,Port Strike,4,North America,242,9.42
E008620,2026-05-26 00:00:00,Border Conflict,7,Africa,331,15.95
E008621,2022-04-15 00:00:00,Trade Sanction,5,Africa,310,18.36
E008622,2024-07-08 00:00:00,Export Restriction,8,North America,124,38.17
E008623,2023-01-03 00:00:00,Border Conflict,5,Middle East,226,11.58
E008624,2026-10-14 00:00:00,Trade Sanction,5,Middle East,319,23.35
E008625,2020-11-03 00:00:00,Diplomatic Crisis,7,Africa,315,17.95
E008626,2020-07-19 00:00:00,Cyber Attack,10,South America,169,49.68
E008627,2015-12-22 00:00:00,Export Restriction,8,Europe,228,41.64
E008628,2025-10-09 00:00:00,War,8,Africa,75,22.58
E008629,2020-02-24 00:00:00,Diplomatic Crisis,4,North America,179,22.22
E008630,2022-03-22 00:00:00,Port Strike,6,South America,248,27.17
E008631,2015-01-21 00:00:00,Border Conflict,1,Europe,359,5.5
E008632,2017-12-17 00:00:00,War,9,Asia,179,33.47
E008633,2021-09-29 00:00:00,Cyber Attack,8,North America,176,25.18
E008634,2025-03-30 00:00:00,War,10,Asia,219,47.01
E008635,2021-01-26 00:00:00,Border Conflict,3,Middle East,12,13.18
E008636,2024-09-07 00:00:00,Cyber Attack,2,North America,301,11.9
E008637,2018-02-27 00:00:00,Port Strike,5,Europe,107,13.69
E008638,2026-05-27 00:00:00,Trade Sanction,6,South America,141,14.31
E008639,2024-05-09 00:00:00,Terrorism,10,South America,154,53.1
E008640,2024-07-23 00:00:00,Terrorism,1,Europe,150,2.99
E008641,2021-03-22 00:00:00,Port Strike,6,Middle East,105,25.65
E008642,2025-08-16 00:00:00,War,6,Asia,210,34.83
E008643,2026-05-24 00:00:00,Cyber Attack,3,Africa,273,17.33
E008644,2017-01-08 00:00:00,Maritime Conflict,8,Africa,326,36.86
E008645,2022-06-19 00:00:00,Maritime Conflict,6,North America,147,13.21
E008646,2023-11-04 00:00:00,Cyber Attack,3,Middle East,116,13.77
E008647,2024-03-29 00:00:00,Terrorism,2,North America,61,11.73
E008648,2024-09-09 00:00:00,Trade Sanction,3,South America,176,9.14
E008649,2023-09-02 00:00:00,Cyber Attack,2,Asia,55,11.96
E008650,2016-03-03 00:00:00,Export Restriction,1,Middle East,87,5.82
E008651,2016-12-09 00:00:00,Border Conflict,2,Middle East,86,7.69
E008652,2024-08-21 00:00:00,Border Conflict,1,Middle East,152,3.52
E008653,2017-09-06 00:00:00,Cyber Attack,8,South America,189,29.18
E008654,2021-04-22 00:00:00,Terrorism,2,Africa,194,5.3
E008655,2026-02-06 00:00:00,Border Conflict,4,Europe,150,12.62
E008656,2018-11-21 00:00:00,Export Restriction,1,Europe,129,5.12
E008657,2019-07-20 00:00:00,War,1,Africa,321,4.99
E008658,2020-12-03 00:00:00,Export Restriction,7,Europe,91,25.12
E008659,2016-07-08 00:00:00,Diplomatic Crisis,8,Asia,252,38.41
E008660,2020-02-21 00:00:00,Maritime Conflict,1,Africa,203,4.51
E008661,2022-11-08 00:00:00,Political Unrest,7,North America,354,17.62
E008662,2024-09-05 00:00:00,War,9,Africa,136,18.18
E008663,2015-10-11 00:00:00,Export Restriction,6,Africa,176,33.72
E008664,2019-03-03 00:00:00,Diplomatic Crisis,6,South America,342,26.49
E008665,2021-10-20 00:00:00,Diplomatic Crisis,7,South America,17,41.63
E008666,2016-06-06 00:00:00,War,8,Africa,248,39.96
E008667,2019-07-04 00:00:00,War,8,Asia,117,44.97
E008668,2019-09-11 00:00:00,Terrorism,1,South America,231,5.9
E008669,2015-07-22 00:00:00,Port Strike,3,Africa,247,12.28
E008670,2018-05-22 00:00:00,Political Unrest,9,North America,25,37.84
E008671,2016-11-02 00:00:00,Port Strike,9,Asia,185,53.51
E008672,2021-10-13 00:00:00,Port Strike,2,Africa,124,5.04
E008673,2020-10-26 00:00:00,Trade Sanction,8,North America,62,47.47
E008674,2025-07-15 00:00:00,Trade Sanction,2,South America,65,4.82
E008675,2025-12-12 00:00:00,Cyber Attack,10,Africa,248,42.83
E008676,2022-08-04 00:00:00,Port Strike,7,South America,94,21.32
E008677,2016-06-07 00:00:00,Diplomatic Crisis,5,South America,154,29.76
E008678,2021-02-09 00:00:00,War,9,Africa,55,39.12
E008679,2018-03-25 00:00:00,Political Unrest,1,Europe,169,4.89
E008680,2022-08-24 00:00:00,Political Unrest,3,Africa,293,16.02
E008681,2026-05-24 00:00:00,Cyber Attack,1,Middle East,155,5.74
E008682,2026-05-24 00:00:00,Cyber Attack,8,Asia,251,17.36
E008683,2023-04-06 00:00:00,War,2,Middle East,267,7.14
E008684,2023-11-12 00:00:00,Cyber Attack,6,North America,54,13.53
E008685,2026-01-07 00:00:00,War,2,North America,281,8.3
E008686,2017-08-26 00:00:00,Export Restriction,9,North America,140,30.13
E008687,2019-01-10 00:00:00,Cyber Attack,9,Europe,53,47.06
E008688,2024-11-12 00:00:00,Border Conflict,3,Europe,112,14.31
E008689,2025-04-09 00:00:00,Terrorism,5,South America,306,11.58
E008690,2024-04-26 00:00:00,War,3,Africa,51,9.61
E008691,2020-12-25 00:00:00,Terrorism,8,Europe,191,23.56
E008692,2015-06-20 00:00:00,Port Strike,9,North America,207,37.52
E008693,2024-11-30 00:00:00,Cyber Attack,10,Europe,22,54.65
E008694,2020-09-20 00:00:00,Cyber Attack,10,Middle East,50,52.19
E008695,2023-12-20 00:00:00,Trade Sanction,7,Middle East,297,36.68
E008696,2018-08-12 00:00:00,Trade Sanction,6,Middle East,181,23.24
E008697,2024-07-30 00:00:00,Cyber Attack,5,Asia,100,12.25
E008698,2016-07-12 00:00:00,Cyber Attack,7,Middle East,162,36.86
E008699,2016-03-25 00:00:00,Diplomatic Crisis,8,South America,244,29.86
E008700,2021-12-20 00:00:00,Border Conflict,7,South America,213,31.52
E008701,2018-12-30 00:00:00,Port Strike,9,Middle East,318,37.34
E008702,2016-04-01 00:00:00,Cyber Attack,9,Europe,355,50.0
E008703,2021-01-19 00:00:00,Political Unrest,5,Asia,202,22.43
E008704,2021-09-25 00:00:00,War,10,Europe,42,38.23
E008705,2015-11-05 00:00:00,Border Conflict,5,North America,342,20.61
E008706,2016-08-20 00:00:00,Maritime Conflict,3,South America,28,15.56
E008707,2016-11-03 00:00:00,Terrorism,7,Europe,49,18.19
E008708,2023-01-12 00:00:00,Border Conflict,3,Africa,286,13.75
E008709,2024-01-10 00:00:00,Diplomatic Crisis,10,Europe,341,22.84
E008710,2022-04-30 00:00:00,Trade Sanction,2,Asia,152,10.61
E008711,2019-05-06 00:00:00,Terrorism,6,Asia,15,33.57
